"","TeamNameBat","Team_Batting","Season","Match_id","Innings_No","venueGround","venueCity","winner","TeamNameBowl","Team_Bowling","TeamBattingWon","EOIOver","EOIBall","EOIRuns","EOIWkts","EOIRunRate","Over4","Over4Ball","Over4Runs","Over4Wkts","Over4RunRate","Over6","Over6Ball","Over6Runs","Over6Wkts","Over6RunRate","Over8","Over8Ball","Over8Runs","Over8Wkts","Over8RunRate","Over10","Over10Ball","Over10Runs","Over10Wkts","Over10RunRate","Over12","Over12Ball","Over12Runs","Over12Wkts","Over12RunRate","Over15","Over15Ball","Over15Runs","Over15Wkts","Over15RunRate","Over17","Over17Ball","Over17Runs","Over17Wkts","Over17RunRate","Over20","Over20Ball","Over20Runs","Over20Wkts","Over20RunRate"
"939","Rajasthan Royals","5",2012,548322,2,"Wankhede Stadium","Mumbai","Mumbai Indians","Mumbai Indians","7","FALSE",20,4,170,10,8.5,4,6,23,2,5.75,6,6,44,2,7.33,8,6,65,2,8.12,10,6,79,2,7.9,12,6,99,3,8.25,15,6,136,5,9.07,17,6,157,6,9.24,20,4,170,10,8.5
"940","Rajasthan Royals","5",2012,548325,1,"Eden Gardens","Kolkata","Kolkata Knight Riders","Kolkata Knight Riders","1","FALSE",20,7,131,5,6.55,4,6,23,0,5.75,6,6,45,0,7.5,8,6,48,2,6,10,7,58,3,5.8,12,6,73,3,6.08,15,6,85,3,5.67,17,6,109,4,6.41,20,7,131,5,6.55
"941","Rajasthan Royals","5",2012,548329,1,"M Chinnaswamy Stadium","Bangalore","Rajasthan Royals","Royal Challengers Bangalore","2","TRUE",20,6,195,2,9.75,4,6,26,0,6.5,6,6,43,0,7.17,8,6,52,0,6.5,10,6,61,0,6.1,12,6,75,1,6.25,15,6,113,1,7.53,17,6,158,1,9.29,20,6,195,2,9.75
"942","Rajasthan Royals","5",2012,548331,2,"Sawai Mansingh Stadium","Jaipur","Rajasthan Royals","Deccan Chargers","8","TRUE",20,4,197,5,9.85,4,6,39,0,9.75,6,8,62,1,10.33,8,6,74,1,9.25,10,6,89,1,8.9,12,6,110,2,9.17,15,6,134,3,8.93,17,6,159,4,9.35,20,4,197,5,9.85
"943","Rajasthan Royals","5",2012,548337,1,"MA Chidambaram Stadium, Chepauk","Chennai","Chennai Super Kings","Chennai Super Kings","3","FALSE",20,6,146,4,7.3,4,6,34,0,8.5,6,6,41,1,6.83,8,6,50,2,6.25,10,6,62,2,6.2,12,6,76,2,6.33,15,8,107,2,7.13,17,6,129,2,7.59,20,6,146,4,7.3
"944","Rajasthan Royals","5",2012,548341,2,"Sawai Mansingh Stadium","Jaipur","Royal Challengers Bangalore","Royal Challengers Bangalore","2","FALSE",20,6,143,7,7.15,4,6,31,0,7.75,6,6,48,0,8,8,6,57,1,7.12,10,6,67,1,6.7,12,7,88,3,7.33,15,7,103,5,6.87,17,6,121,6,7.12,20,6,143,7,7.15
"945","Rajasthan Royals","5",2012,548350,2,"Feroz Shah Kotla","Delhi","Delhi Daredevils","Delhi Daredevils","6","FALSE",20,6,151,3,7.55,4,6,24,0,6,6,6,40,0,6.67,8,6,55,0,6.88,10,6,67,0,6.7,12,6,85,0,7.08,15,6,108,1,7.2,17,6,128,1,7.53,20,6,151,3,7.55
"946","Rajasthan Royals","5",2012,548354,1,"Sawai Mansingh Stadium","Jaipur","Delhi Daredevils","Delhi Daredevils","6","FALSE",20,6,141,6,7.05,4,6,38,0,9.5,6,6,56,0,9.33,8,6,70,0,8.75,10,6,80,1,8,12,6,92,3,7.67,15,7,104,5,6.93,17,6,123,5,7.24,20,6,141,6,7.05
"947","Rajasthan Royals","5",2012,548359,1,"Punjab Cricket Association Stadium, Mohali","Chandigarh","Rajasthan Royals","Kings XI Punjab","4","TRUE",20,6,177,6,8.85,4,6,30,1,7.5,6,7,64,1,10.67,8,6,78,2,9.75,10,6,94,2,9.4,12,6,110,2,9.17,15,6,126,3,8.4,17,6,141,4,8.29,20,6,177,6,8.85
"948","Rajasthan Royals","5",2012,548363,2,"Subrata Roy Sahara Stadium","Pune","Rajasthan Royals","Pune Warriors","10","TRUE",17,2,126,3,7.41,4,6,29,1,7.25,6,6,49,2,8.17,8,6,57,2,7.12,10,6,79,2,7.9,12,6,95,2,7.92,15,6,112,3,7.47,17,2,126,3,7.41,NA,NA,NA,NA,NA
"949","Rajasthan Royals","5",2012,548366,1,"Sawai Mansingh Stadium","Jaipur","Chennai Super Kings","Chennai Super Kings","3","FALSE",20,6,126,6,6.3,4,6,20,1,5,6,6,28,2,4.67,8,6,38,2,4.75,10,7,61,3,6.1,12,6,71,4,5.92,15,7,89,4,5.93,17,6,97,4,5.71,20,6,126,6,6.3
"950","Rajasthan Royals","5",2012,548370,1,"Sawai Mansingh Stadium","Jaipur","Rajasthan Royals","Pune Warriors","10","TRUE",20,6,170,4,8.5,4,6,29,0,7.25,6,6,45,1,7.5,8,6,56,1,7,10,6,77,1,7.7,12,6,94,1,7.83,15,6,126,2,8.4,17,6,145,2,8.53,20,6,170,4,8.5
"951","Rajasthan Royals","5",2012,548378,1,"Rajiv Gandhi International Stadium, Uppal","Hyderabad","Deccan Chargers","Deccan Chargers","8","FALSE",20,6,126,8,6.3,4,6,19,1,4.75,6,6,41,1,6.83,8,7,53,2,6.62,10,6,61,3,6.1,12,6,73,4,6.08,15,6,93,4,6.2,17,6,107,4,6.29,20,6,126,8,6.3
"952","Rajasthan Royals","5",2012,548382,1,"Sawai Mansingh Stadium","Jaipur","Mumbai Indians","Mumbai Indians","7","FALSE",20,6,162,6,8.1,4,6,26,1,6.5,6,6,31,2,5.17,8,6,48,2,6,10,7,74,2,7.4,12,6,85,3,7.08,15,6,106,4,7.07,17,8,136,4,8,20,6,162,6,8.1
"953","Rajasthan Royals","5",2013,598006,1,"Feroz Shah Kotla","Delhi","Rajasthan Royals","Delhi Daredevils","6","TRUE",20,6,165,7,8.25,4,7,32,1,8,6,7,45,1,7.5,8,6,55,1,6.88,10,6,73,1,7.3,12,6,91,2,7.58,15,6,127,2,8.47,17,6,149,3,8.76,20,6,165,7,8.25
"954","Rajasthan Royals","5",2013,598010,1,"Sawai Mansingh Stadium","Jaipur","Rajasthan Royals","Kolkata Knight Riders","1","TRUE",20,7,144,6,7.2,4,6,21,1,5.25,6,6,35,1,5.83,8,6,46,2,5.75,10,6,63,2,6.3,12,6,69,3,5.75,15,6,100,3,6.67,17,6,106,5,6.24,20,7,144,6,7.2
"955","Rajasthan Royals","5",2013,598014,1,"Subrata Roy Sahara Stadium","Pune","Pune Warriors","Pune Warriors","10","FALSE",20,6,145,5,7.25,4,6,30,1,7.5,6,6,44,1,7.33,8,6,54,1,6.75,10,6,72,1,7.2,12,6,83,2,6.92,15,6,102,4,6.8,17,6,112,5,6.59,20,6,145,5,7.25
"956","Rajasthan Royals","5",2013,598019,2,"Sawai Mansingh Stadium","Jaipur","Rajasthan Royals","Kings XI Punjab","4","TRUE",20,2,126,4,6.3,4,7,35,0,8.75,6,6,48,1,8,8,6,58,3,7.25,10,6,68,3,6.8,12,6,76,3,6.33,15,6,94,4,6.27,17,6,108,4,6.35,20,2,126,4,6.3
"957","Rajasthan Royals","5",2013,598024,1,"Sawai Mansingh Stadium","Jaipur","Rajasthan Royals","Mumbai Indians","7","TRUE",20,6,179,3,8.95,4,6,29,0,7.25,6,6,58,0,9.67,8,7,69,1,8.62,10,7,88,1,8.8,12,9,109,1,9.08,15,7,125,2,8.33,17,7,144,3,8.47,20,6,179,3,8.95
"958","Rajasthan Royals","5",2013,598028,1,"M Chinnaswamy Stadium","Bangalore","Royal Challengers Bangalore","Royal Challengers Bangalore","2","FALSE",20,4,117,10,5.85,4,6,14,1,3.5,6,6,31,2,5.17,8,6,47,2,5.88,10,6,66,3,6.6,12,6,74,3,6.17,15,6,101,4,6.73,17,6,110,7,6.47,20,4,117,10,5.85
"959","Rajasthan Royals","5",2013,598031,1,"MA Chidambaram Stadium, Chepauk","Chennai","Chennai Super Kings","Chennai Super Kings","3","FALSE",20,6,185,4,9.25,4,6,32,0,8,6,6,55,0,9.17,8,6,74,1,9.25,10,6,88,2,8.8,12,6,103,2,8.58,15,6,131,3,8.73,17,8,156,3,9.18,20,6,185,4,9.25
"960","Rajasthan Royals","5",2013,598037,2,"Sawai Mansingh Stadium","Jaipur","Rajasthan Royals","Sunrisers Hyderabad","11","TRUE",18,5,146,2,8.11,4,6,13,1,3.25,6,6,30,1,5,8,6,42,1,5.25,10,6,53,1,5.3,12,6,78,1,6.5,15,6,109,2,7.27,17,6,130,2,7.65,NA,NA,NA,NA,NA
"961","Rajasthan Royals","5",2013,598041,2,"Sawai Mansingh Stadium","Jaipur","Rajasthan Royals","Royal Challengers Bangalore","2","TRUE",20,5,173,6,8.65,4,6,32,1,8,6,6,45,1,7.5,8,6,63,2,7.88,10,6,80,2,8,12,6,95,2,7.92,15,6,120,3,8,17,6,142,3,8.35,20,5,173,6,8.65
"962","Rajasthan Royals","5",2013,598048,1,"Eden Gardens","Kolkata","Kolkata Knight Riders","Kolkata Knight Riders","1","FALSE",20,7,132,6,6.6,4,6,26,1,6.5,6,8,34,2,5.67,8,6,47,2,5.88,10,7,71,2,7.1,12,6,79,3,6.58,15,6,102,4,6.8,17,6,115,4,6.76,20,7,132,6,6.6
"963","Rajasthan Royals","5",2013,598052,2,"Sawai Mansingh Stadium","Jaipur","Rajasthan Royals","Pune Warriors","10","TRUE",20,5,182,5,9.1,4,7,33,0,8.25,6,6,53,0,8.83,8,6,72,0,9,10,6,84,0,8.4,12,6,99,1,8.25,15,6,128,2,8.53,17,6,150,3,8.82,20,5,182,5,9.1
"964","Rajasthan Royals","5",2013,598054,2,"Sawai Mansingh Stadium","Jaipur","Rajasthan Royals","Delhi Daredevils","6","TRUE",18,5,155,1,8.61,4,7,27,0,6.75,6,6,49,0,8.17,8,6,61,0,7.62,10,6,77,0,7.7,12,7,97,0,8.08,15,6,126,1,8.4,17,6,150,1,8.82,NA,NA,NA,NA,NA
"965","Rajasthan Royals","5",2013,598057,2,"Punjab Cricket Association Stadium, Mohali","Chandigarh","Rajasthan Royals","Kings XI Punjab","4","TRUE",19,6,147,2,7.74,4,6,20,1,5,6,6,38,1,6.33,8,6,55,1,6.88,10,6,73,2,7.3,12,6,92,2,7.67,15,6,105,2,7,17,6,130,2,7.65,NA,NA,NA,NA,NA
"966","Rajasthan Royals","5",2013,598063,2,"Sawai Mansingh Stadium","Jaipur","Rajasthan Royals","Chennai Super Kings","3","TRUE",18,1,144,5,8,4,6,18,2,4.5,6,6,24,3,4,8,6,35,3,4.38,10,6,49,4,4.9,12,6,82,4,6.83,15,6,130,4,8.67,17,6,138,5,8.12,NA,NA,NA,NA,NA
"967","Rajasthan Royals","5",2013,598068,2,"Wankhede Stadium","Mumbai","Mumbai Indians","Mumbai Indians","7","FALSE",20,6,152,7,7.6,4,6,22,2,5.5,6,6,29,4,4.83,8,6,47,4,5.88,10,6,60,5,6,12,6,82,5,6.83,15,7,106,6,7.07,17,6,129,6,7.59,20,6,152,7,7.6
"968","Rajasthan Royals","5",2013,598070,2,"Rajiv Gandhi International Stadium, Uppal","Hyderabad","Sunrisers Hyderabad","Sunrisers Hyderabad","11","FALSE",20,6,113,9,5.65,4,6,17,0,4.25,6,6,33,0,5.5,8,6,39,1,4.88,10,6,44,2,4.4,12,6,51,3,4.25,15,6,73,5,4.87,17,6,85,7,5,20,6,113,9,5.65
"969","Rajasthan Royals","5",2013,598076,2,"Feroz Shah Kotla","Delhi","Rajasthan Royals","Sunrisers Hyderabad","11","TRUE",20,2,135,6,6.75,4,6,25,1,6.25,6,6,44,1,7.33,8,6,55,3,6.88,10,6,57,5,5.7,12,6,70,5,5.83,15,6,99,5,6.6,17,6,108,6,6.35,20,2,135,6,6.75
"970","Rajasthan Royals","5",2013,598077,1,"Eden Gardens","Kolkata","Mumbai Indians","Mumbai Indians","7","FALSE",20,9,165,6,8.25,4,6,23,0,5.75,6,6,42,0,7,8,6,54,1,6.75,10,6,65,3,6.5,12,6,87,3,7.25,15,6,104,4,6.93,17,6,119,6,7,20,9,165,6,8.25
"971","Rajasthan Royals","5",2014,729290,2,"Sheikh Zayed Stadium","Abu Dhabi","Rajasthan Royals","Sunrisers Hyderabad","11","TRUE",20,3,135,6,6.75,4,6,19,2,4.75,6,6,30,2,5,8,7,43,3,5.38,10,6,61,3,6.1,12,6,75,3,6.25,15,6,102,3,6.8,17,6,110,4,6.47,20,3,135,6,6.75
"972","Rajasthan Royals","5",2014,729296,1,"Sharjah Cricket Stadium","Abu Dhabi","Kings XI Punjab","Kings XI Punjab","4","FALSE",20,6,191,5,9.55,4,6,32,1,8,6,7,54,1,9,8,6,67,2,8.38,10,6,85,2,8.5,12,7,119,2,9.92,15,6,143,3,9.53,17,6,159,5,9.35,20,6,191,5,9.55
"973","Rajasthan Royals","5",2014,729302,2,"Dubai International Cricket Stadium","Abu Dhabi","Chennai Super Kings","Chennai Super Kings","3","FALSE",20,5,133,10,6.65,4,6,23,1,5.75,6,6,38,2,6.33,8,6,47,4,5.88,10,6,56,4,5.6,12,6,66,5,5.5,15,6,87,8,5.8,17,6,107,8,6.29,20,5,133,10,6.65
"974","Rajasthan Royals","5",2014,729310,2,"Sheikh Zayed Stadium","Abu Dhabi","Rajasthan Royals","Royal Challengers Bangalore","2","TRUE",13,6,71,4,5.46,4,6,28,0,7,6,7,36,2,6,8,6,46,3,5.75,10,6,48,3,4.8,12,6,61,3,5.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"975","Rajasthan Royals","5",2014,729320,1,"Sheikh Zayed Stadium","Abu Dhabi","Rajasthan Royals","Kolkata Knight Riders","1","TRUE",20,6,152,5,7.6,4,6,23,1,5.75,6,7,45,1,7.5,8,6,53,1,6.62,10,6,63,2,6.3,12,6,77,2,6.42,15,6,106,2,7.07,17,6,127,3,7.47,20,6,152,5,7.6
"976","Rajasthan Royals","5",2014,733980,2,"Feroz Shah Kotla","Delhi","Rajasthan Royals","Delhi Daredevils","6","TRUE",19,3,156,3,8.21,4,7,27,1,6.75,6,6,38,1,6.33,8,6,52,1,6.5,10,6,71,2,7.1,12,6,86,2,7.17,15,6,115,3,7.67,17,6,136,3,8,NA,NA,NA,NA,NA
"977","Rajasthan Royals","5",2014,733984,1,"Sardar Patel Stadium, Motera","Ahmedabad","Rajasthan Royals","Kolkata Knight Riders","1","TRUE",20,6,170,6,8.5,4,6,33,0,8.25,6,6,50,0,8.33,8,6,63,1,7.88,10,6,76,1,7.6,12,6,92,1,7.67,15,6,116,2,7.73,17,6,139,3,8.18,20,6,170,6,8.5
"978","Rajasthan Royals","5",2014,733994,2,"Sardar Patel Stadium, Motera","Ahmedabad","Sunrisers Hyderabad","Sunrisers Hyderabad","11","FALSE",20,5,102,10,5.1,4,6,27,2,6.75,6,6,37,3,6.17,8,6,45,4,5.62,10,6,60,4,6,12,6,70,4,5.83,15,6,81,5,5.4,17,6,89,6,5.24,20,5,102,10,5.1
"979","Rajasthan Royals","5",2014,734004,2,"M Chinnaswamy Stadium","Bangalore","Rajasthan Royals","Royal Challengers Bangalore","2","TRUE",19,6,191,5,10.05,4,7,31,0,7.75,6,6,45,0,7.5,8,6,60,1,7.5,10,6,68,3,6.8,12,6,91,4,7.58,15,6,122,5,8.13,17,8,147,5,8.65,NA,NA,NA,NA,NA
"980","Rajasthan Royals","5",2014,734008,1,"JSCA International Stadium Complex","Ranchi","Chennai Super Kings","Chennai Super Kings","3","FALSE",20,6,148,8,7.4,4,6,24,0,6,6,6,42,0,7,8,8,61,1,7.62,10,6,84,1,8.4,12,6,93,2,7.75,15,6,114,4,7.6,17,6,129,4,7.59,20,6,148,8,7.4
"981","Rajasthan Royals","5",2014,734016,1,"Sardar Patel Stadium, Motera","Ahmedabad","Rajasthan Royals","Delhi Daredevils","6","TRUE",20,7,201,6,10.05,4,6,27,0,6.75,6,6,52,1,8.67,8,6,67,1,8.38,10,7,86,1,8.6,12,6,108,2,9,15,6,141,2,9.4,17,7,167,3,9.82,20,7,201,6,10.05
"982","Rajasthan Royals","5",2014,734022,2,"Sardar Patel Stadium, Motera","Ahmedabad","Mumbai Indians","Mumbai Indians","7","FALSE",20,6,153,8,7.65,4,6,38,1,9.5,6,7,47,3,7.83,8,7,61,4,7.62,10,6,69,5,6.9,12,6,75,7,6.25,15,6,96,7,6.4,17,7,116,7,6.82,20,6,153,8,7.65
"983","Rajasthan Royals","5",2014,734038,2,"Punjab Cricket Association Stadium, Mohali","Chandigarh","Kings XI Punjab","Kings XI Punjab","4","FALSE",20,6,163,8,8.15,4,7,28,1,7,6,6,44,1,7.33,8,6,56,1,7,10,7,64,3,6.4,12,6,77,4,6.42,15,7,92,5,6.13,17,6,125,6,7.35,20,6,163,8,8.15
"984","Rajasthan Royals","5",2014,734046,1,"Wankhede Stadium","Mumbai","Mumbai Indians","Mumbai Indians","7","FALSE",20,7,189,4,9.45,4,6,20,0,5,6,6,35,1,5.83,8,6,43,1,5.38,10,6,59,1,5.9,12,6,90,1,7.5,15,6,134,2,8.93,17,6,143,3,8.41,20,7,189,4,9.45
"985","Rajasthan Royals","5",2015,829714,1,"Maharashtra Cricket Association Stadium","Pune","Rajasthan Royals","Kings XI Punjab","4","TRUE",20,6,162,7,8.1,4,6,17,2,4.25,6,6,35,3,5.83,8,6,53,3,6.62,10,6,73,3,7.3,12,6,83,5,6.92,15,8,110,5,7.33,17,6,128,6,7.53,20,6,162,7,8.1
"986","Rajasthan Royals","5",2015,829720,2,"Feroz Shah Kotla","Delhi","Rajasthan Royals","Delhi Daredevils","6","TRUE",20,6,186,7,9.3,4,6,35,0,8.75,6,6,42,1,7,8,6,57,2,7.12,10,6,74,3,7.4,12,7,85,4,7.08,15,6,130,4,8.67,17,7,149,5,8.76,20,6,186,7,9.3
"987","Rajasthan Royals","5",2015,829726,2,"Sardar Patel Stadium, Motera","Ahmedabad","Rajasthan Royals","Mumbai Indians","7","TRUE",20,1,165,3,8.25,4,6,24,0,6,6,6,42,1,7,8,6,57,1,7.12,10,6,69,1,6.9,12,6,85,1,7.08,15,7,113,3,7.53,17,6,141,3,8.29,20,1,165,3,8.25
"988","Rajasthan Royals","5",2015,829732,2,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium","Visakhapatnam","Rajasthan Royals","Sunrisers Hyderabad","11","TRUE",20,6,131,4,6.55,4,7,22,0,5.5,6,6,36,0,6,8,6,51,0,6.38,10,6,63,0,6.3,12,7,77,1,6.42,15,6,96,3,6.4,17,6,108,3,6.35,20,6,131,4,6.55
"989","Rajasthan Royals","5",2015,829740,2,"Sardar Patel Stadium, Motera","Ahmedabad","Rajasthan Royals","Chennai Super Kings","3","TRUE",19,2,157,2,8.26,4,6,32,0,8,6,6,47,0,7.83,8,6,57,0,7.12,10,6,88,0,8.8,12,6,110,0,9.17,15,7,138,0,9.2,17,6,147,1,8.65,NA,NA,NA,NA,NA
"990","Rajasthan Royals","5",2015,829746,1,"Sardar Patel Stadium, Motera","Ahmedabad","Kings XI Punjab","Kings XI Punjab","4","FALSE",20,6,191,6,9.55,4,6,31,0,7.75,6,6,43,0,7.17,8,6,59,0,7.38,10,6,90,0,9,12,6,99,1,8.25,15,6,136,2,9.07,17,6,154,3,9.06,20,6,191,6,9.55
"991","Rajasthan Royals","5",2015,829754,1,"Sardar Patel Stadium, Motera","Ahmedabad","Royal Challengers Bangalore","Royal Challengers Bangalore","2","FALSE",20,6,130,9,6.5,4,6,30,0,7.5,6,6,48,2,8,8,6,63,2,7.88,10,6,73,3,7.3,12,7,87,4,7.25,15,6,100,5,6.67,17,6,119,5,7,20,6,130,9,6.5
"992","Rajasthan Royals","5",2015,829774,2,"Wankhede Stadium","Mumbai","Mumbai Indians","Mumbai Indians","7","FALSE",20,7,179,7,8.95,4,6,39,1,9.75,6,6,55,1,9.17,8,7,71,1,8.88,10,6,87,2,8.7,12,6,109,2,9.08,15,7,127,3,8.47,17,6,154,3,9.06,20,7,179,7,8.95
"993","Rajasthan Royals","5",2015,829782,1,"Brabourne Stadium","Mumbai","Rajasthan Royals","Delhi Daredevils","6","TRUE",20,6,189,2,9.45,4,6,23,0,5.75,6,6,43,0,7.17,8,6,61,1,7.62,10,6,74,1,7.4,12,6,88,1,7.33,15,6,114,1,7.6,17,6,149,1,8.76,20,6,189,2,9.45
"994","Rajasthan Royals","5",2015,829792,2,"Brabourne Stadium","Mumbai","Sunrisers Hyderabad","Sunrisers Hyderabad","11","FALSE",20,6,194,7,9.7,4,6,30,2,7.5,6,6,36,2,6,8,7,47,3,5.88,10,6,68,3,6.8,12,6,93,4,7.75,15,6,126,5,8.4,17,6,145,5,8.53,20,6,194,7,9.7
"995","Rajasthan Royals","5",2015,829802,2,"MA Chidambaram Stadium, Chepauk","Chennai","Chennai Super Kings","Chennai Super Kings","3","FALSE",20,7,145,9,7.25,4,6,21,0,5.25,6,6,40,1,6.67,8,6,49,2,6.12,10,6,63,3,6.3,12,6,75,4,6.25,15,6,93,5,6.2,17,6,115,5,6.76,20,7,145,9,7.25
"996","Rajasthan Royals","5",2015,829816,1,"Brabourne Stadium","Mumbai","Rajasthan Royals","Kolkata Knight Riders","1","TRUE",20,6,199,6,9.95,4,6,43,0,10.75,6,6,66,0,11,8,6,84,1,10.5,10,7,107,1,10.7,12,6,115,2,9.58,15,6,146,4,9.73,17,7,169,4,9.94,20,6,199,6,9.95
"997","Rajasthan Royals","5",2015,829824,2,"Maharashtra Cricket Association Stadium","Pune","Royal Challengers Bangalore","Royal Challengers Bangalore","2","FALSE",19,6,109,10,5.74,4,6,30,1,7.5,6,6,40,2,6.67,8,6,55,2,6.88,10,6,68,3,6.8,12,6,79,3,6.58,15,7,92,7,6.13,17,6,103,9,6.06,NA,NA,NA,NA,NA
"998","Rising Pune Supergiants","12",2016,980906,2,"Wankhede Stadium","Mumbai","Rising Pune Supergiants","Mumbai Indians","7","TRUE",15,4,126,1,8.4,4,6,23,0,5.75,6,7,57,0,9.5,8,6,66,0,8.25,10,6,79,1,7.9,12,6,96,1,8,15,4,126,1,8.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"999","Rising Pune Supergiants","12",2016,980916,1,"Saurashtra Cricket Association Stadium","Rajkot","Gujarat Lions","Gujarat Lions","13","FALSE",20,6,163,5,8.15,4,6,28,1,7,6,6,57,1,9.5,8,6,76,1,9.5,10,6,87,1,8.7,12,6,100,1,8.33,15,6,121,2,8.07,17,6,136,4,8,20,6,163,5,8.15
"1000","Rising Pune Supergiants","12",2016,980924,1,"Punjab Cricket Association IS Bindra Stadium, Mohali","Chandigarh","Kings XI Punjab","Kings XI Punjab","4","FALSE",20,6,152,7,7.6,4,6,27,1,6.75,6,7,49,1,8.17,8,7,65,2,8.12,10,6,76,2,7.6,12,6,87,3,7.25,15,6,109,3,7.27,17,6,131,3,7.71,20,6,152,7,7.6
"1001","Rising Pune Supergiants","12",2016,980936,2,"Maharashtra Cricket Association Stadium","Pune","Royal Challengers Bangalore","Royal Challengers Bangalore","2","FALSE",20,6,172,8,8.6,4,6,23,2,5.75,6,6,36,2,6,8,6,53,2,6.62,10,6,73,2,7.3,12,6,86,2,7.17,15,6,115,3,7.67,17,8,136,4,8,20,6,172,8,8.6
"1002","Rising Pune Supergiants","12",2016,980944,1,"Maharashtra Cricket Association Stadium","Pune","Kolkata Knight Riders","Kolkata Knight Riders","1","FALSE",20,6,160,5,8,4,6,24,1,6,6,6,31,1,5.17,8,6,47,1,5.88,10,6,61,1,6.1,12,6,79,1,6.58,15,6,100,3,6.67,17,6,119,3,7,20,6,160,5,8
"1003","Rising Pune Supergiants","12",2016,980954,1,"Maharashtra Cricket Association Stadium","Pune","Gujarat Lions","Gujarat Lions","13","FALSE",20,6,195,3,9.75,4,6,22,1,5.5,6,6,48,1,8,8,6,63,1,7.88,10,7,85,1,8.5,12,6,104,1,8.67,15,6,135,2,9,17,8,160,2,9.41,20,6,195,3,9.75
"1004","Rising Pune Supergiants","12",2016,980962,1,"Maharashtra Cricket Association Stadium","Pune","Mumbai Indians","Mumbai Indians","7","FALSE",20,6,159,5,7.95,4,6,36,1,9,6,6,54,1,9,8,7,84,1,10.5,10,6,93,2,9.3,12,6,105,2,8.75,15,7,120,3,8,17,6,135,3,7.94,20,6,159,5,7.95
"1005","Rising Pune Supergiants","12",2016,980970,2,"Feroz Shah Kotla","Delhi","Rising Pune Supergiants","Delhi Daredevils","6","TRUE",20,2,166,3,8.3,4,6,28,0,7,6,6,50,0,8.33,8,6,59,0,7.38,10,6,74,1,7.4,12,7,94,1,7.83,15,6,116,2,7.73,17,6,126,2,7.41,20,2,166,3,8.3
"1006","Rising Pune Supergiants","12",2016,980974,1,"M Chinnaswamy Stadium","Bangalore","Royal Challengers Bangalore","Royal Challengers Bangalore","2","FALSE",20,6,191,6,9.55,4,6,37,1,9.25,6,6,60,1,10,8,6,75,1,9.38,10,8,89,1,8.9,12,6,110,1,9.17,15,9,138,2,9.2,17,6,162,3,9.53,20,6,191,6,9.55
"1007","Rising Pune Supergiants","12",2016,980984,2,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium","Visakhapatnam","Sunrisers Hyderabad","Sunrisers Hyderabad","11","FALSE",20,6,133,8,6.65,4,6,19,2,4.75,6,6,25,2,4.17,8,6,40,2,5,10,6,52,2,5.2,12,6,68,3,5.67,15,6,86,5,5.73,17,6,101,5,5.94,20,6,133,8,6.65
"1008","Rising Pune Supergiants","12",2016,980994,1,"Eden Gardens","Kolkata","Kolkata Knight Riders","Kolkata Knight Riders","1","FALSE",18,4,103,6,5.72,4,6,24,1,6,6,6,37,2,6.17,8,6,53,2,6.62,10,7,70,3,7,12,6,78,4,6.5,15,6,94,5,6.27,17,6,102,6,6,NA,NA,NA,NA,NA
"1009","Rising Pune Supergiants","12",2016,981010,2,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium","Visakhapatnam","Rising Pune Supergiants","Kings XI Punjab","4","TRUE",20,7,173,6,8.65,4,6,34,0,8.5,6,6,44,1,7.33,8,6,52,2,6.5,10,6,62,2,6.2,12,7,81,4,6.75,15,7,103,5,6.87,17,6,129,5,7.59,20,7,173,6,8.65
"1010","Rising Pune Supergiants","Rising Pune Supergiants",2017,1082592,2,"Maharashtra Cricket Association Stadium","Pune","Rising Pune Supergiants","Mumbai Indians","Mumbai Indians","TRUE",20,5,187,3,9.35,4,6,39,1,9.75,6,6,59,1,9.83,8,6,73,1,9.12,10,6,93,1,9.3,12,6,105,2,8.75,15,7,139,2,9.27,17,6,158,3,9.29,20,5,187,3,9.35
"1011","Rising Pune Supergiants","Rising Pune Supergiants",2017,1082594,1,"Holkar Cricket Stadium","Indore","Kings XI Punjab","Kings XI Punjab","Kings XI Punjab","FALSE",20,6,163,6,8.15,4,6,20,1,5,6,6,35,1,5.83,8,6,48,2,6,10,6,63,3,6.3,12,6,75,4,6.25,15,6,108,4,7.2,17,6,128,4,7.53,20,6,163,6,8.15
"1012","Rising Pune Supergiants","Rising Pune Supergiants",2017,1082599,2,"Maharashtra Cricket Association Stadium","Pune","Delhi Daredevils","Delhi Daredevils","Delhi Daredevils","FALSE",17,1,108,10,6.35,4,6,31,1,7.75,6,7,50,3,8.33,8,6,55,5,6.88,10,6,68,5,6.8,12,6,79,6,6.58,15,7,106,8,7.07,17,1,108,10,6.35,NA,NA,NA,NA,NA
